Plarity,Text
N, معاشرے کو اس پر بھی سنجیدگی سے غور کرنا ہوگا کہ ڈاکٹر دلہن کے رجحان نے اکثر والدین کی پریشانی میں اضافہ کردیا ہے، جواپنی بیٹیوں کی شادی کے حوالے سے فکرمند نظرآتے ہیں۔ 
P,دوسری جانب یہ بھی حقیقت ہے کہ ڈاکٹر دلہن خاندانی مرتبے میں اضافے کا سبب ہوتی ہے لیکن شادی کے معاملے میں ہمیں اسے معیار نہیں بنانا چاہئے۔
N,جتنی خوراک کھائی جاتی ہے اتنی ہی ضائع بھی کی جاتی ہے۔
N,کامریڈ روکالومبارڈی بتاتے ہیں کہ سائنس اور ٹیکنالوجی کے نقطہ نظر سے آج عالمی سطح پر غذائی ضرورت سے کہیں زیادہ خوراک پیدا کی جاسکتی ہے لیکن سرمایہ داری نظام ایسا ہونے نہیں دے گا۔
P,کیونکہ ضروریات کو قلت سے فراوانی اور بہتات میں بدلنے سے ان کی ناجائز تجارت ختم ہو جائے گی اور جائز قیمت اور کاروباری کمائی میں کمی آجائے گی اور وہ غریبوں تک بھی پہنچ پائیں گے۔
N,دو سو سال پہلے مالتھس نے نظریہ پیش کیا تھا کہ غریبوں کی مدد کرنے کی بجائے ان کو فاقوں سے مرنے دیا جائے کیونکہ فطرت سب کی ضرورتیں پوری نہیں کرسکتی۔
N,اگرچہ مارکس اور اینگلز جیسے لوگوں نے اس نظریے کے پیچھے کام کرنے والی اس عیاری کو ننگا کیا تھا کہ سرمایہ داری نظام تمام مالی وسائل پر قبضہ کرنا چاہتا ہے۔
P,لیکن مالتھس کے اس نظریے کو سرمایہ داروں نے خود بھی مستردکردیا تھا کیونکہ امیروں کو غریبوں کی ضرورت بھی ہوتی ہے۔
P,غریبوں کے بغیر وہ امیر ہو ہی نہیں سکتے ۔
P, مالکان اور سرمایہ کاروں کو مختلف کارخانوں، شعبوں، میدان جنگ کے لئے محنت کشوں کی افرادی قوت کی ضرورت بھی ہوتی ہے۔
N,عالمی سرمایہ داری کے دو سو سالوں کے دوران مختلف حیلوں بہانوں اور پالیسیوں کے ذریعے مالتھس کے نظریے کی مخالفت کے باوجود ان کے مشورے پر عمل ہوتا رہا۔
N,جن کے ذریعے دنیا کی ستر فیصد سے زیادہ آبادی کو فاقوں سے سجائی گئی قحط کی زندگی میں مبتلا رکھا گیا۔
N,آج عالمی سطح پر سرمایہ داری نظام کے زوال کے عہد میں مالتھس کی غریب دشمن تھیوری کی طرف کچھ زیادہ توجہ دی جارہی ہے۔
N,بہت سے خود ساختہ بائیں بازو کے دانشور بھی دنیا کی آبادی کو تعلیم یافتہ اور ہنرمند بنانے کی بجائے اسے کنٹرول کرنے کی باتیں کرتے ہیں۔
N,ان کا نعرہ ہے کہ ’’ہمیں زمین کو انسانوں سے بچانا ہے۔ ‘‘
N,زمین کو نوح انسان کی تعداد تباہ نہیں کررہی بلکہ سرمایہ داری نظام اور اس کے تحت منافع خوری اور ہوس زر کرہ ارض پر انسانی زندگی کے لئے خطرہ بنی ہوئی ہے۔
N, جس کا اظہار گلوبل وارمنگ، ضرورت سے زیادہ موٹاپے، جنگلات کی کٹائی، سرمائے کے بحران اور پاگل گائے کی بیماری کی صورت میں ہورہا ہے۔ 
N,کچھ عرصہ پہلے تک کوئی سوچ بھی نہیں سکتا تھا کہ امریکی زرعی پیداوار امریکی شہریوں کی غذائی ضروریات کو پورا نہیں کرسکتی مگر امریکی ادارہ برائے زراعت کے مطابق 2012ء میں تقریباً ایک کروڑ 80 لاکھ امریکی گھرانے خوراک کی کمی کا شکار قرار دیئے گئے۔
N,لاکھ گھرانے مشکل سے اپنی غذائی ضروریات پوری کرتے ہیں۔
P,بتایا گیا ہے کہ عالمی سطح پر خوراک کے ضائع کرنے کا مسئلہ بہت اہمیت حاصل کر رہا ہے۔
N,تقریباً ایک تہائی عالمی آبادی سے لے کر نصف آبادی تک خوراک ضائع کرنے کی ذمہ دار بن رہی ہے۔
P,اگر خوراک کے ضائع ہونے والی مقدار کو بچا لیا جائے تو یہ پوری دنیا کی آبادی کی ضرورت سے بھی زیادہ ہوگی۔
P,اس کی ذمہ دار منڈی کی حکمت عملی ہے۔
N,جس طرح بہت سے ملکوں میں بڑی تعداد میں خالی گھروں کی موجودگی میں بے گھر لوگوں کی تعداد میں اضافہ ہوتا رہتا ہے ویسے ہی زراعت میں بعض اوقات پیداوار میں تعطل لایا جاتا ہے یا قیمتوں کو بڑھانے کے لیے خوراک کو ضائع بھی کرنا پڑتا ہے۔
P,اصل مسئلہ منافع کو برقرار رکھنے کا ہے بڑھتی ہوئی آبادی کا نہیں ہے۔
Neu,بعض لوگوں کو حیرت ہوگی مگر یہ حقیقت ہے کہ یورپ کے ملکوں میں فروخت ہونے والی زیادہ تر مچھلی غیر یورپی ملکوں کے پانیوں سے حاصل کی جاتی ہے کیونکہ مچھلی کے حد سے زیادہ شکار کی وجہ سے یورپی ذخائر ختم ہو چکے ہیں۔
N,گزشتہ صدی کے اختتام تک سمندروں کی تین چوتھائی مچھلی کو پیداوار کی آخری حد تک شکار کیا گیا تھا۔
N,اس بے دریغ منافع خوری نے سمندروں کے ماحولیاتی توازن کو بھی تباہ کردیا۔
N,ایک رپورٹ کے مطابق گزشتہ صدی کی آخری دہائی کے دوران دنیا میں 94 لاکھ ہیکٹررقبے کے جنگلات کو کاٹا گیا یہ رقبہ بلجیم کے رقبے سے تین گناہ زیادہ ہے۔
N,نالائقوں کا بستہ بھاری
N,سکول کے زمانے میں سست اور کاہل بچے ضرورت کی کتابیں بستے میں رکھنے کی بجائے تمام کتابوں کا بوجھ اٹھائے پہنچ جاتے تھے۔
P,ذرا ہوشیار بچے صرف وہ کتابیں اور کاپیاں بستے میں رکھتے جو اس روز پڑھائی جانی ہوتی ۔
N,نالائق بچوں کی نیت پڑھنے کی نہیں ہوتی تھی بلکہ والدین اور اساتذہ کو اپنے بھاری بھر کم بستوں سے یہ تاثر دینا ہوتا تھا کہ وہ تعلیم میں سنجیدہ ہیں۔
Neu,کچھ والدین اور اساتذہ واقعی ان بھاری بھر کم بستوں سے متاثر بھی ہوتے تھے۔
Neu,لگتا ہے اب وہی بھاری بھر کم بستوں والے بچے بڑے ہو کر ملک و قوم کی تقدیر کے کاتب بن گئے ہیں۔
Neu,یوں تو ڈاکٹر‘ وکیل‘ صحافی اور اساتذہ بھی بھاری بستے کی عادت سمیت اپنے فرائض انجام دے رہے ہیں۔
Neu,مگر ایک شعبہ خصوصاً ایسے بھاری بستوں والوں کی اماجگاہ لگتا ہے اور وہ ہے ہمارے آئین اور قانون ساز ادارے۔
N,جہاں بیٹھے اراکین پارلیمنٹ پرانے قوانین پر عملدرآمد سے زیادہ نئے قوانین کی منظوری کو کارکردگی کا معیار سمجھتے ہیں۔
Neu,بالکل ویسے ہی جیسے آج کل پرانے جوتوں اور کپڑوں کی مرمت کی بجائے کچھ لوگ نئی شاپنگ کو ترجیح دیتے ہیں۔
N,ہماری وزارت قانون میں انگریزوں اور پھر ہماری حکومتوں کے بنائے ہوئے قوانین سرکاری الماریوں اور لائبریریوں کی گرد چاٹ رہے ہیں۔
N,ان میں سے بہت سے تو ردی کی طرح خریدار کے منتظر ہیں۔
N,ہمارے عدالتی فیصلوں کی صورت حال کچھ مختلف نہیں۔
N,عدالتوں کی لائبریریوں میں وزیراعظم کو پھانسی لگوانے اور فوجی آمروں کی بغاوت کو جائز قرار دینے سے لے کر فوجی آمروں کو غاصب قرار دینے والے نسخوں کی بھی ایک بڑی تعداد موجود ہے۔
N,اس حوالے سے شعبہ انسداد بدعنوانی بھی ایک عمدہ مثال ہے۔
N,یوں تو یہ قانون بدعنوانی کی روک تھام کے لئے بنایا جاتا ہے جیسا کہ چوری‘ دھوکہ‘ فراڈ وغیرہ مگر ہماری حکومتوں نے تو انسداد بدعنوانی کے لئے اوپر تلے بہت سے ادارے بھی بنا رکھے ہیں۔
P,جیسا کہ قومی احتساب بیورو‘ محکمہ انسداد بدعنوانی‘ وفاقی تحقیقاتی ادارہ ایف آئی اے‘ آڈیٹر جنرل آف پاکستان‘ اکاوّنٹنٹ جنرل اور درجنوں ریگولیٹری ادارے جو اپنے اپنے شعبوں میں شفافیت کو یقینی بنانے کے ذمہ دار ہیں۔
N,بد قسمتی سے ہمارا انسداد بدعنوانی کا بستہ بھی بہت بھاری ہو چکا ہے۔
Neu,سرکاری محکموں میں مالی بے ضابطگیوں کو نظر انداز کرنے کے لئے ایک مرغی کی ٹانگ پر سودا کرنے والے آڈیٹر جنرل کے ملازمین ہوں یا بدعنوانی کرنے کے بعد محکمہ انسداد بدعنوانی میں ڈیپوٹیشن پر تعینات ہونے والے افسران یا پھر قومی احتساب بیورو میں تعینات وہ افسران جو کبھی ملزمان کے ماتحت رہے ہو ں ۔
N,یہ سب لوگ آخر کیونکر اور کیسے ملک سے بدعنوانی کے خاتمے میں سنجیدہ ہو سکتے ہیں۔
N,بدعنوان لوگوں کی ایک قسم وہ ہے جو جمہوریت کی ٹانگ کے ساتھ آمریت کا بم باندھ کر عوام کو لوٹتے ہیں۔
N,عوام کو تاثر دیا جاتا ہے کہ اگر ان بڑے ملزمان کے خلاف کارروائی ہوئی تو جمہوریت خطرے میں پڑ جائے گی۔
N,المیہ تو یہ ہے کہ فوجی قیادت بھی احتساب کا نعرہ لگا کر آئین سے بغاوت تو کرتی ہے مگر پھر انہی بدعنوان ملزمان کی طرح خود بھی لوٹ کھسوٹ میں حصہ دار بن جاتی ہے۔
N,کبھی احتساب کی بندوق کی نالی پر ق کی قینچی سے جمہوریت کا ازار بند کاٹا جاتا ہے تو کبھی احتساب کی لاش کو این آر او کے صلح سفید کفن میں لپیٹ کر دفنا دیا جاتا ہے۔
N,ہماری عسکری قیادت پر تو ویسے بھی انسداد بدعنوانی سے متعلق بنائے گئے اداروں کا اختیار نہیں۔
N,جن کا اختیار ہے جیسا کہ آڈیٹر جنرل آف پاکستان ان کی اوقات گاہے بگاہے انہیں یاد دلائی جاتی رہتی ہے۔
N,بدعنوانی کوئی زخم نہیں جس پر انسداد بدعنوانی کی مرحم لگا کر اسے ٹھیک کیا جا سکتا ہے۔
N,بدعنوانی ایک کینسر ہے جو معاشرے کی رگوں میں دوڑتا ہے جو نسل در نسل چلتا ہے۔
P,اس کا علاج بھی ایک نئے طرز زندگی سے ہی کیا جا سکتا ہے۔
N,ہمارا معاشرہ وہ کوڑے کا ڈھیر بن چکا ہے جس پر چڑھ کر سیاست دان اقتدار کی بلندی پر پہنچتے ہیں اور وہاں سے اعلان کرتے ہیں کہ وہ کوڑا کرکٹ ختم کرکے دم لیں گے۔
N,ہماری سیاست لاشوں کا وہ ڈھیر ہے جس پر قدم جما کر قائدین چوٹی تک پہنچ جاتے ہیں اور پھر اعلان کرتے ہیں کہ لاشوں کی سیاست نہیں ہوگی۔
N,یہ سیاست دان اور فوجی آمر آخر کیونکر درخت کی اس ٹہنی کو کاٹیں گے جس پر وہ خود بیٹھتے ہوں۔
N,جس ملک اور معاشرے میں مقتدر لوگ اپنے چاچے‘ مامے‘ بھانجے‘ بھتیجے‘ بچوں‘ بہنوں‘ بھائیوں کو اہم عہدوں پر فائز کرتے ہوں تو وہاں بد عنوانی کا خاتمہ کیسے ہوگا کون کرے گا اور کب کریگا؟
N,آخر کب تک ان ”بلند پایہ“ قائدین کی تقریریں اور بیانات سن کر ہم معاشرے سے بدعنوانی کے خاتمے کے خواب دیکھتے رہیں گے ۔
N,ہمارے ٹیکس کے پیسے سے ہمیں عوام کو ہی بیوقوف بنانے کے لئے بڑے بڑے ادارے تو بنا دیئے جاتے ہیں اور پھر ان کی جھوٹی کارکردگی کے اشتہارات تو چھاپ دیئے جاتے ہیں مگر پھر وہی ہوتا ہے ”جمہوریت“ خطرے میں پڑ جاتی ہے ۔
N,جمہوریت کو بچانے کے لئے بدعنوانی کے ملزمان اکٹھے ہو جاتے ہیں۔
N,یوں لگتا ہے کہ جمہوریت کو خطرے میں ڈالنے والے اور اسے بچانے والے دونوں ملے ہوئے ہیں۔
N,جب بھی احتساب کی بات ہوتی ہے تو جمہوریت پر ”پھوکے“ فائر کھول دیئے جاتے ہیں۔
N,جیسے ہی عوام سہم جاتے ہیں تو جمہوریت کو بچانے کے لئے احتساب کے کالے بکرے کو قربان کر دیا جاتا ہے ۔
N,یوں نہ تو اربوں ڈالر لوٹنے والے کبھی کٹہرے میں آتے ہیں اور نہ ہی ”آئین کے غدار“ کبھی تختہ دار تک پہنچ پاتے ہیں۔
N,جس روز کوئی لٹیرہ سزا پا گیا تو آئین کا غدار بھی نہیں بچے گا۔
N,جب کوئی آئین کا غدار تختہ دار پر جھول گیا تو پھر کوئی لٹیرہ بھی نہیں بچے گا۔
N,شاید اسی لئے عوام کو دکھانے کے واسطے قوانین اور اداروں کے بستے بھاری رکھے جاتے ہیں۔
N,یہ بھاری کیوں نہ ہوں ان کا بوجھ تو عوام نے ہی اٹھانا ہے مگر پھر عوام کسی حد تک اپنے کئے کی سزا ہی تو بھگتے ہی ہیں۔
N,ایک لمحے کی لغزش اور پھر پانچ سال کا رونا‘ ذمہ دار وہ ہیں جو غلط ووٹ دیتے ہیں اور وہ بھی جو ووٹ ڈالنے نکلتے ہی نہیں۔
N,قدرت ابھی انسانوں سے مایوس نہیں ہوئی۔
N,عالمی ملکوں کی 125 رکنی برادری میں پاکستان اور ہندوستان کے عوام کا غذائی معیار 97 نمبر پر ہے جب کہ ہالینڈ (نیدرلینڈ) پہلے نمبر پر ہے۔
N,ریاست ہائے متحدہ امریکہ اور جاپان جیسے ملک خوش خوراکی کے شمار میں پہلے 20 بیس ملکوں میں شمار نہیں کئے گئے۔
P,نیدر لینڈ کے عوام کے بارے میں بتایا گیا ہے کہ وہ اعلیٰ معیار کی خوراک کی بہتات اور فراوانی سے لطف اندوز ہوتے ہیں۔
N,شائد دنیا کے کچھ لوگوں کو اس پر حیرت بھی ہوگی کہ نیدر لینڈ یا ہالینڈ کے شہروں کے ریستورانوں میں کھانے کی میزوں پر چرس کے سگریٹوں کی مفت فراہمی کا انتظام بھی ہوتا ہے۔
N,یعنی ایسے سگریٹوں کو بھی اعلیٰ خوراک کا اہم حصہ قرار دیا گیا ہے جس کی مفت فراہمی لازمی ہے۔
N,مگر نشے کی حالت میں غل غپاڑہ کرنے یا گرنے پڑنے کی پاداش میں پولیس کے قابو میں آنے والوں میں 80 فیصدی سے زیادہ لوگ ہالینڈ کے رہائشی نہیں ہوتے غیر ملکی ہوتے ہیں۔
N,جس طرح ہالینڈ یا نیدر لینڈ کے لوگوں کی خوش خوراکی میں چرس بھرے سگریٹ شامل کئے جاتے ہیں ویسے ہی جاپان کی خوش خوراکی میں سانپوں کا حصہ بھی ہے۔
Neu,جو وہاں کی سب سے قیمتی ڈش میں موجود ہوتے ہیں۔
N,بتانے کی ضرورت نہیں اور بہت سے لوگ جانتے ہوں گے کہ لاہور سے راولپنڈی اسلام آباد تک ڈائیو کمپنی کے تحت ’’موٹر وے‘‘ کی تعمیر کے دوران اس بیچ آنے والے بہت سے شہروں اور آبادیوں کے آوارہ کتے غائب ہوگئے تھے۔
N, یہ کتوں، سانپوں اور چرس کے سگریٹوں کا ذکر ویسے ہی پیچ میں آ گیا۔ 
N,بات دنیا کے 125 ملکوں کے لوگوں کی خوراک کے معیار کی ہو رہی تھی جس میں پاکستان اور ہندوستان دونوں 97 نمبر پر ہیں یعنی یہ سب سے زیادہ گھٹیا اور غیر صحت مند خوراک کے ذریعے بھوک مٹانے والے لوگوں کے ممالک ہیں۔
N,یہ بھی سب لوگ جانتے ہوں گے کہ ہندوستان پاکستان سے پانچ گنا بڑا ملک ہے اور ایشیا کی ’’سپر پاور‘‘ بننے کے خواب دیکھ رہا ہے۔
N,اس سے یہ بھی یاد آیا کہ ہمارے کسی صحافی نے لکھا تھا کہ ہندوستان ہر پانچ سال بعد عام انتخابات کرانے کے بعد چھیاسٹھ سالوں میں وہاں تک ہی پہنچ پایا ہے جہاں تک پاکستان نے فوجی ٹینکوں پر سوار ہو کر رسائی حاصل کی ہے۔
N,دنیا کے سوا سو ملکوں کے لوگوں کے غذائی معیار کا اندازہ لگانے والوں نے ان ملکوں میں بچوں کی عمروں اور ان کے وزن کے باہمی تعلق کو پرکھا ہے۔
N,خواتین کی جسمانی مدافعت کا اندازہ لگایا ہے اور اس اندازے سے ان کی خوراک کا رشتہ جوڑا ہے اور یہ بھی دیکھا ہے کہ ان سوا سو غریب ملکوں کے لوگوں کی پینے کے صاف پانی تک رسائی کس حد تک ممکن ہے؟
N,ان لوگوں میں سے ذیابیطس یا شوگر اور موٹاپے کی بیماری کتنے فیصد لوگوں کو لاحق ہے؟
N,بہت سے معاملات میں پاکستان سے آگے نکل جانے والا بنگلہ دیش غذائی معیار کے معاملے میں پاکستان اور ہندوستان سے بہت پیچھے ایک سو دو نمبر پر ہے۔
N,لائوس کا نمبر ایک سو بارہ ہے۔
N, دنیا کے تیس 30 ممالک بدترین غذائی معیار کی زد میں آتے ہیں جن میں چاڈ سب سے نیچے اور اس کے ساتھ برونڈی، یمن، مڈغاسکر، ایتھوپیا اور انگولا موجود ہیں۔ 
N,امریکہ اس معاملے میں دنیا کے بارہ ملکوں سے نیچے تیرھویں نمبر پر ہے۔
N,امریکہ کو اس درجے پر لانے میں وہاں کی اشیائے خوردنی کی مہنگائی کا بھی ہاتھ ہے۔
P,امریکہ سے بہتر غذائی معیار سوئٹزرلینڈ کا فرانس اور جاپان کا ہے۔
Neu,یورپ کے ملکوں میں آسٹریلیا اس میدان میں سب سے اوپر بتایا جاتا ہے۔
Neu, اس کے ساتھ آئرلینڈ، اٹلی، پرتگال اور لیکسمبرگ موجود ہیں۔
N,اس معاملے کا دردناک پہلو یہ بتایا جاتا ہے کہ دنیا کے سات ارب لوگوں میں سے 84 کروڑ لوگ روزانہ بھوک کے عذاب کو برداشت کرتے ہیں جب کہ عالمی سطح پر ہر انسان کی ضرورت کی خوراک موجود ہے مگر قدرت کی اس فیاضی پر عالمی سرمایہ داری نظام کا قبضہ غاصبانہ ہے۔
P,حقیقت بلکہ صداقت یہ ہے کہ قدرت کسی بچے کے پیدا ہونے سے پہلے اس کی ضرورت کی خوراک اس بچے کی ماں کے سینے میں پیدا کر دیتی ہے۔
N,اگر قدرت انسان کے مستقبل سے مایوس ہو چکی ہوتی تو بچوں کی پیدائش کا سلسلہ ختم ہو جاتا چنانچہ کہا جاتا ہےاور صحیح کہا جاتا ہے کہ ہر بچے کی پیدائش سے پتہ چلتا ہے کہ قدرت ابھی انسان سے مایوس نہیں ہوئی۔
N, ہر پیدا ہونے والے بچے کی ضرورت کی خوراک، اناج، پھل اورسانس لینے کی جگہ اورگنجائش موجود ہے اور اس جگہ اور گنجائش پر غاصبانہ قبضے واگزار کرانے کی انسانی صلاحیت بھی موجود ہے جس کو بروئے کار لانے کی ضرورت بھی موجود ہے۔
N,ہر چمکنے والی چیز سونا نہیں ہوتی۔
N,کیا آپ جانتے ہیں کہ 46.5 ملین امریکی غریب ہیں؟
N,جب مجھے کسی چیز کی مرمت یا تبدیل کرانے کی ضرورت ہو تو میں گھر کے نزدیک ایک ھارڈ ویئر سٹور پرجاتی ہوں۔
Neu,وہاں میری ملاقات ستر سالہ جول سے ہوئی۔
N,جو ایک خوش مزاج شخص ہے۔
P,وہ رنگ مکس کرنے میں میری مدد کرتا ہے۔
Neu,وہ مجھے بتاتا ہے…’’ کیاآپ جانتی ہیں کہ میں یہاں نیوجرسی میں کیوں کام کررہا ہوں جبکہ میں اپنی بیوی کے ساتھ فلوریڈا میں رہتا تھا؟
N,دراصل مجھے یہاں اس عمر میں بھی اس لیے کام کرنا پڑتا ہے تاکہ میں اپنی بیٹی اور اس کے چار بچوں کی کفالت کر سکوں۔
N,ان کو گھر سے نکال کر عملاً سڑک پر پھینک دیا گیا تھا کیونکہ وہ مکان خریدنے کے لیے حاصل کیے گئے قرض کی قسط ادا نہیں کر سکے تھے۔ ‘‘
N,اب جول کی بیوی برینڈا بچوں کی دیکھ بھال کرتی ہے جبکہ اسکی بیٹی اور اس کا شوہر بہت کم تنخواہ پر کام کرتے ہوئے بمشکل جسم و جان کا رشتہ برقرار رکھے ہوئے ہیں۔
N,جول کا کہنا ہے… ’’جب میں اپنی اعلیٰ ملازمت سے ریٹائرڈ ہوا تو میرے وہم و گمان میں بھی نہ تھا کہ ہمیں ایسی زندگی گزارنا پڑسکتی ہے۔
P, میرے پاس ایگزیکٹو کا عہدہ تھا، میں اور میری بیوی فلوریڈا کی عمدہ آبادی میں رہتے تھے اور گالف کھیلتے تھے۔ 
P,ہم نے بہت عمدہ زندگی بسر کی ہے۔‘‘
N,تاہم ان کو اس عمر میں نیوجرسی آنا پڑا جب ان کی سب سے چھوٹی بیٹی مشکل حالات سے دوچار ہوئی۔
N,یہ تقریباً گھر گھر کی کہانی ہے۔
N,بہت سے افراد سے ایسی کہانیاں سننے کو ملتی ہیں کہ جب وہ ملازمت چھوڑتے ہیں تو اچانک اُنہیں احساس ہوتا ہے کہ اب اُنہیں سب کچھ چھوڑنا پڑے گا ۔
N,اس کی وجہ یہ ہے کہ ان کا گھر اور تمام مال اسباب بنک سے لیے گئے قرض سے خریدا گیا ہوتا ہے۔
N,جب ملازمت نہ ہونے کی وجہ سے وہ بنک کو ادائیگی نہیں کر پاتے ہیں اورخود کو دیوالیہ قرار دے دیتے ہیں تو بنک ان کے تمام مال و اسباب پر قبضہ کر لیتا ہے۔
N, جو کاریگر، اینڈریو، میرے گھر میں باتھ روم کی مرمت کررہا ہے، کا کیس بھی اس سے مختلف نہیں ہے۔ 
N, اس کا کہنا ہے…’’ہمارا بہت عمدہ گھر تھا، لیکن 2006 میں میری ملازمت چلی گئی۔ 
N,چناچہ مجھے مکان فروخت کرکے نسبتاً سستے علاقے میں رہائش اختیار کرنا پڑی۔ ۔
N, میں ایک کوالی فائیڈ انجینئر ہوں لیکن اب مجھے کوئی ملازمت نہیں ملی ہے، چناچہ اپنے خاندان کو فاقہ کشی سے بچانے کے لیے مجھے مزدوروں کی طرح کام کرنا پڑتا ہے۔ ‘‘
N, مجھے اینڈریو کی کہانی سن کر افسوس ہوا کیونکہ وہ تعلیم یافتہ، سلجھا ہوا اور ایماندار ہے۔
P,اس کی اجرت معقول ہے اور وہ پیشہ ورانہ طریقے سے کام کرتا ہے۔
N,اس کاکہنا ہے … ’’ایسا لگتا ہے اب مجھے مرتے دم تک لوگوں کے باتھ روم ہی ٹھیک کرنا پڑیں گے۔‘‘
P,اس کام میں اس کا بھتیجا گریگ بھی اس کی مدد کرتا ہے۔
N,اکیس سالہ گریگ نے مجھے بتایا…’’میں کمپیوٹر سائنس کی تعلیم حاصل کر رہا ہوں لیکن مجھے کالج کے اخراجات کے لیے کام کرنے کی ضرورت ہے‘‘۔
N,تاہم جب گریگ کہیں گیا تو اینڈریو نے مجھے بتایا کہ گریگ سست لڑکا ہے اور سگریٹ نوشی بہت کرتا ہے۔
N, اس قلمی تصویر سے آپ اندازہ لگاسکتے ہیں کہ کس طرح تین نسلوں… ایک دادا، ایک باپ اور ایک نوجوان لڑکا… کو کام کرنا پڑا رہا ہے۔ 
Neu,یہ لوگ امریکی معاشرے کے تعلیم یافتہ مگر درمیانے طبقے سے تعلق رکھتے ہیں۔
N,انہیں بے روزگاری کی وجہ سے اپنے معیار سے کم درجے کے کام کرنا پڑرہے ہیں۔
N,امریکی بھی تضادات بھی مجموعہ ہے۔
N, جس طرح یہاں کا موسم بہت عجیب ہے ، اُسی طرح امیر اور غریب کے درمیان تفاوت کی لکیر بھی گہری ہے۔ 
N, ایک دن ہم اے سی لگاتے ہیں ، لیکن ہو سکتا ہے کہ اگلے دن ٹمپریچر بیس درجے نیچے گر جائے اور آپ کو ہیٹر لگانا پڑے۔ 
N, بالکل اسی طرح، ایک طرف لوگ پر کشش ملازمتوں سے لاکھوں ڈالر کماتے ہیں تو دوسری طرف لوگ بمشکل ہی دو وقت کا گزارہ کرتے ہیں۔
N,جب ہم بلند و بالا عمارتیں اور سڑکوں پر دوڑتی ہوئی پر جدید کاریں دیکھتے ہیں تو ہم سوچتے ہیں کہ امریکی بہت امیر ہیں۔
N, نہیں، ایسا نہیں ہے۔
N,تازہ اعداد و شمار بتاتے ہیں کہ امریکی معاشرے میں غربت کی شرح میں خوفناک حد تک اضافہ ہورہا ہے۔
N,اس کے علاوہ امیر اور غریب کے درمیان فرق بھی بہت چونکا دینے والا ہے۔
N,ایک امریکی رسالہ لکھتا ہے …’’ اگرچہ بہت زیادہ دولت کمانے والوں میں فہرست ، جو کہ بہت محدود سی ہے، میں قدرے اضافہ ہوا ہے ، لیکن غریب افراد کی تعداد میں دل دہلادینے والا اضافہ جاری ہے۔ 
N, کیے گئے سروے کے مطابق پندرہ فیصد امریکی، تقریباً46.5 ملین افراد، خطِ غربت سے نیچے زندگی بسر کررہے ہیں۔ 
N, ان میں سے زیادہ تر بے گھر، بے روزگار، یا کم تنخواہ پر کام کرنے والے ہیں لوگ ہیں۔ 
N, ایک اور بات، اس ملک میں غربت کا احساس مزید شدید ہوتا ہے۔‘‘
N,2008 کے معاشی انحطاط پر قابو پانے کے لیے تین سال پہلے دیے گئے بیل آؤٹ پیکج سے بھی غربت میں خاطرخواہ کمی واقع نہیں ہوئی ہے۔
Neu,ایک اور میگزین لکھتا ہے’’ معاشی سرگرمیوں میں اضافے سے پیدا ہونے والی تمام دولت ان کی جیبوں میں ہی جارہی ہے جن کے پاس پہلے سے ہی دولت کی فراوانی ہے۔
N, جس طبقے کی آمدنی ایک جگہ ساکن ہو گئی ہے، اس سے تعلق رکھنے والے نوجوان لوگ اس میں ہونے والی گراوٹ کو محسوس کر رہے ہیں۔ ‘‘
N,ایک اور بہت دلچسپ حقیقت یہ ہے کہ خطِ غربت سے نیچے زندگی بسر کرنے والے افراد کی تعداد آج بھی اتنی ہی ہے جتنی تیس سال پہلے ریگن کے عہد میں تھی۔
N,ماہرینِ معاشیات کا خیال ہے کہ امریکہ میں غربت میں اضافہ معاشرے کی غریب افراد سے سنگدلی اور بے اعتنائی کی غمازی کرتا ہے۔
N,لاکھوں امریکیوں کی ضروریات کو نظر انداز کرنا ناقابلِ قبول ہے۔
N,آج نوجوانوں کے حالات اتنے خراب ہیں کہ ان میں بہت سوں کو کالج چھوڑ کر کوئی ملازمت تلاش کرنا پڑتی ہے تاکہ وہ اپنے والدین کو سہارا دے سکیں یا اپنے گھروں کو نیلام ہونے سے بچا سکیں۔
N, ایک اور تلخ حقیقت، رومانیہ کے سوا، دنیا میں غریب بچوں کی زیادہ سے شرح امریکہ میں ہے۔
N,کہنے کو امریکی کا معاشی حجم سترہ ٹریلین ڈالر ہے اس کے باوجود یہاں کی غربت کا حال دیکھ کر رونگٹے کھڑے ہوجاتے ہیں۔
N,اس کے باوجود امریکہ دنیا پر اپنی چوہدراہٹ قائم رکھنے کے زعم میں مبتلا ہے۔
N,نیلسن منڈیلا نے 1997 میں کہا تھا…’’ امریکیوں کو یہ حق کس نے دیا ہے کہ وہ ہم پر اپنی مرضی مسلط کریں۔
Neu,ہمیں یہ بتائیں کہ ہم کن سے دوستی کریں اور کن سے اجتناب کریں؟
N,ہم اُنہیں دنیا کا پولیس مین نہیں مانتے۔‘‘
Neu,آج امریکی اس طرح برتاؤ کر رہے ہیں جیسے انہیں بلینک چیک مل حاصل ہو اور وہ سب کچھ حاصل کرسکتے ہوں۔
N,ہو سکتا ہے کہ پاکستان جیسے ممالک ابھی امریکہ کو اپنے مالی مسائل کا حل سمجھتے ہوں لیکن یہ ایک حقیقت ہے کہ امریکہ خود اپنے شہریوں کے مالی مسائل بھی حل نہیں کر سکا ہے۔
